id,series,block,format,card_num,name,type,class,race,professions,talent,faction,type_tags,rarity,cost,cost_modifier,attack,strike_cost,damage_type,defense,health,rules,wowtcgdb_id,card_image,series_type,ally_faction,talent_restrictions,race_restrictions,profession_restrictions,reputation_restrictions
533,The Dark Portal,Heroes of Azeroth,Classic,172,Kallipssa,Ally,Mage,Draenei,,,Alliance,,U,4,,2,,Arcane,0,2,"Long-Range (Defenders deal no combat damage to this character.)
When Kallipssa deals combat damage to a defending ally, draw a card.",492,TDP_172.jpg,Core,Neutral,,,,
534,The Dark Portal,Heroes of Azeroth,Classic,173,Kavai the Wanderer,Ally,Warrior,Night Elf,,,Alliance,,C,6,,4,,Melee,0,6,"Pay 1, Destroy Kavai >>> Destroy target ability or equipment.",663,TDP_173.jpg,Core,Neutral,,,,
535,The Dark Portal,Heroes of Azeroth,Classic,174,Korthas Greybeard,Ally,Paladin,Dwarf,,,Alliance,,C,1,,1,,Melee,0,2,"Protector
[Activate] >>> Prevent the next 1 damage that would be dealt to target hero or ally.",665,TDP_174.jpg,Core,Neutral,,,,
536,The Dark Portal,Heroes of Azeroth,Classic,175,Lady Kath,Ally,Paladin,Human,,,Alliance,,U,5,,4,,Holy,0,5,"At the end of each turn, Lady Kath heals all damage from all allies.",769,TDP_175.jpg,Core,Neutral,,,,
537,The Dark Portal,Heroes of Azeroth,Classic,176,Lilnas the Calm,Ally,Priest,Draenei,,,Alliance,,C,5,,3,,Holy,0,6,"Pay 3, [Activate], Destroy Lilnas >>> Destroy all abilities.",669,TDP_176.jpg,Core,Neutral,,,,
538,The Dark Portal,Heroes of Azeroth,Classic,177,"""Lowdown"" Luppo Shadefizzle",Ally,Rogue,Gnome,,,Alliance,,R,2,,2,,Melee,0,1,"Gnome Hero Required
Elusive, Stealth, Untargetable",671,TDP_177.jpg,Core,Neutral,,Gnome,,
539,The Dark Portal,Heroes of Azeroth,Classic,178,Lynda Steele,Ally,Warrior,Human,,,Alliance,,C,5,,3,,Melee,0,5,Protector; Pay 1 >>> Target ally must attack this turn if able.,672,TDP_178.jpg,Core,Neutral,,,,
540,The Dark Portal,Heroes of Azeroth,Classic,179,Margaret Fowl,Ally,Rogue,Human,,,Alliance,,C,4,,5,,Melee,0,3,"You pay 1 less to strike with weapons.
Opponents pay 1 more to strike with weapons.",678,TDP_179.jpg,Core,Neutral,,,,
541,The Dark Portal,Heroes of Azeroth,Classic,180,Marshal Reginald Windsor,Ally,Warrior,Human,,,Alliance,Unique,E,5,,5,,Melee,0,5,"Pay 3, Destroy Marshal Reginald Windsor >>> Destroy target ally with cost 7 or more.",679,TDP_180.jpg,Core,Neutral,,,,
542,The Dark Portal,Heroes of Azeroth,Classic,181,Master Mathias Shaw,Ally,Rogue,Human,,,Alliance,Unique,E,7,,6,,Melee,0,4,"Stealth (Can't protect against this character.)
When an ally in your party deals combat damage to a defending hero, draw a card.",774,TDP_181.jpg,Core,Neutral,,,,
543,The Dark Portal,Heroes of Azeroth,Classic,182,Meekway Humzinger,Ally,Mage,Gnome,,,Alliance,,U,2,,1,,Arcane,0,2,"Elusive
Pay 1, [Activate], Put Meekway Humzinger into her owner's hand >>> Draw a card.",681,TDP_182.jpg,Core,Neutral,,,,
544,The Dark Portal,Heroes of Azeroth,Classic,183,Miner Moggun,Ally,Hunter,Dwarf,,,Alliance,,C,1,,1,,Ranged,0,1,"Elusive
[Activate] >>> Put the top two cards of your deck into your graveyard.",683,TDP_183.jpg,Core,Neutral,,,,
545,The Dark Portal,Heroes of Azeroth,Classic,184,"Mya, Dragonling Wrangler",Ally,Mage,Gnome,,,Alliance,,C,3,,2,,Frost,0,2,"When Mya enters play, put a Mechanical Dragonling ally token with 1 ATK and 1 health into play.",687,TDP_184.jpg,Core,Neutral,,,,
546,The Dark Portal,Heroes of Azeroth,Classic,185,Pithran Mithrilshot,Ally,Hunter,Dwarf,,,Alliance,,U,5,,3,,Ranged,0,1,"Elusive
Long-Range (Defenders deal no combat damage to this character.)",692,TDP_185.jpg,Core,Neutral,,,,
547,The Dark Portal,Heroes of Azeroth,Classic,186,Primalist Naseth,Ally,Shaman,Draenei,,,Alliance,,U,6,,3,,Nature,0,3,[Activate] >>> Primalist Naseth deals 4 nature damage to target hero or ally and heals 4 damage from another target hero or ally.,777,TDP_186.jpg,Core,Neutral,,,,
548,The Dark Portal,Heroes of Azeroth,Classic,187,"Raul ""Fingers"" Maldren",Ally,Rogue,Human,,,Alliance,,C,6,,6,,Melee,0,4,Untargetable,701,TDP_187.jpg,Core,Neutral,,,,
549,The Dark Portal,Heroes of Azeroth,Classic,188,Reverend Tobias,Ally,Priest,Human,,,Alliance,,C,4,,1,,Holy,0,5,"Pay 1, [Activate] >>> Exhaust target ready ally, and Reverend Tobias heals all damage from it.",704,TDP_188.jpg,Core,Neutral,,,,
550,The Dark Portal,Heroes of Azeroth,Classic,189,Scaramanga,Ally,Warlock,Human,,,Alliance,,C,1,,2,,Shadow,0,1,"Pay 2, Destroy Scaramanga >>> Draw a card.",708,TDP_189.jpg,Core,Neutral,,,,
551,The Dark Portal,Heroes of Azeroth,Classic,190,Seraph the Exalted,Ally,Priest,Human,,,Alliance,,R,5,,1,,Holy,0,5,"Human Hero Required
[Activate] >>> Put an ally card from your hand into play if its cost is less than or equal to the number of resources you have.",711,TDP_190.jpg,Core,Neutral,,Human,,
552,The Dark Portal,Heroes of Azeroth,Classic,191,Steelsmith Joseph Carroll,Ally,Warrior,Human,,,Alliance,,U,1,,1,,Melee,0,1,Steelsmith Joseph Carroll has +1 ATK and +1 health for each equipment you have.,786,TDP_191.jpg,Core,Neutral,,,,
553,The Dark Portal,Heroes of Azeroth,Classic,192,Tim,Ally,Mage,Human,,,Alliance,,C,3,,1,,Arcane,0,1,"Elusive
[Activate] >>> Tim deals 1 arcane damage to target hero or ally.",560,TDP_192.jpg,Core,Neutral,,,,
554,The Dark Portal,Heroes of Azeroth,Classic,193,Valanos,Ally,Hunter,Draenei,,,Alliance,,C,4,,2,,Melee,0,5,,737,TDP_193.jpg,Core,Neutral,,,,
555,The Dark Portal,Heroes of Azeroth,Classic,194,Vestia Abiectus,Ally,Priest,Night Elf,,,Alliance,,C,3,,2,,Holy,0,3,"When Vestia Abiectus deals combat damage, you may put an ability you control into its owner's hand.",791,TDP_194.jpg,Core,Neutral,,,,
556,The Dark Portal,Heroes of Azeroth,Classic,195,Vindicator Enkallus,Ally,Shaman,Draenei,,,Alliance,,C,4,,3,,Nature,0,4,Protector,484,TDP_195.jpg,Core,Neutral,,,,
557,The Dark Portal,Heroes of Azeroth,Classic,196,Warden Ravella,Ally,Warrior,Night Elf,,,Alliance,,C,3,,2,,Melee,0,3,"Protector, Untargetable",582,TDP_196.jpg,Core,Neutral,,,,
558,The Dark Portal,Heroes of Azeroth,Classic,197,Wisp,Ally,Any,Wisp,,,Alliance,,U,1,,0,,Nature,0,1,"At the start of your turn, if Wisp is in your graveyard, you may pay 1. If you do, put Wisp into your hand.",745,TDP_197.jpg,Core,Neutral,,,,
559,The Dark Portal,Heroes of Azeroth,Classic,198,Araelun,Ally,Paladin,Blood Elf,,,Horde,,C,2,,1,,Melee,0,3,,598,TDP_198.jpg,Core,Neutral,,,,
560,The Dark Portal,Heroes of Azeroth,Classic,199,Bhenn Checks-the-Sky,Ally,Druid,Tauren,,,Horde,Instant,C,2,,2,,Nature,0,1,"When Bhenn Checks-the-Sky enters play, you may exhaust target ally.",603,TDP_199.jpg,Core,Neutral,,,,
561,The Dark Portal,Heroes of Azeroth,Classic,200,Bluffwatchers,Ally,Warrior,Tauren,,,Horde,Unlimited,C,3,,2,,Melee,0,2,Bluffwatchers has +1 ATK and +1 health for each other ally named Bluffwatchers in your party.,607,TDP_200.jpg,Core,Neutral,,,,
562,The Dark Portal,Heroes of Azeroth,Classic,201,Boneshanks,Ally,Warrior,Undead,,,Horde,,C,3,,3,,Melee,0,2,"When Boneshanks is destroyed, destroy target ally.",583,TDP_201.jpg,Core,Neutral,,,,
563,The Dark Portal,Heroes of Azeroth,Classic,202,Branu Wildbloom,Ally,Druid,Tauren,,,Horde,,C,5,,2,,Nature,0,3,"When Branu Wildbloom enters play, put the top card of your deck into your resource row face down and exhausted.",585,TDP_202.jpg,Core,Neutral,,,,
564,The Dark Portal,Heroes of Azeroth,Classic,203,Clara Graves,Ally,Mage,Undead,,,Horde,,U,5,,4,,Arcane,0,3,You may remove four ally cards in your graveyard from the game rather than pay Clara Grave's cost.,614,TDP_203.jpg,Core,Neutral,,,,
565,The Dark Portal,Heroes of Azeroth,Classic,204,Dark Cleric Ismantal,Ally,Priest,Undead,,,Horde,,U,3,,1,,Shadow,0,3,Pay 4 >>> Dark Cleric Ismantal deals 1 shadow damage to target hero or ally. That character's controller discards a card for each damage dealt. Use only on your turn.,623,TDP_204.jpg,Core,Neutral,,,,
566,The Dark Portal,Heroes of Azeroth,Classic,205,Dayna Cousin-to-Sun,Ally,Druid,Tauren,,,Horde,,C,2,,1,,Melee,0,0,Dayna Cousin-to-Sun has +1 health for each resource you have.,625,TDP_205.jpg,Core,Neutral,,,,
567,The Dark Portal,Heroes of Azeroth,Classic,206,Debros Cousin-to-Moon,Ally,Druid,Tauren,,,Horde,,C,2,,0,,Melee,0,1,Debros Cousin-to-Moon has +1 ATK for each resource you have.,626,TDP_206.jpg,Core,Neutral,,,,
568,The Dark Portal,Heroes of Azeroth,Classic,207,Dramla Lifebender,Ally,Warlock,Undead,,,Horde,,R,6,,4,,Fire,0,5,"Undead Hero Required
You can play ally cards from your graveyard.
If an ally would be put into your graveyard from play, remove it from the game instead.",529,TDP_207.jpg,Core,Neutral,,Undead,,
569,The Dark Portal,Heroes of Azeroth,Classic,208,Elithys Firestorm,Ally,Warlock,Blood Elf,,,Horde,,C,2,,2,,Fire,0,2,"When Elithys Firestorm attacks, she deals 1 fire damage to each other hero and ally.",632,TDP_208.jpg,Core,Neutral,,,,
570,The Dark Portal,Heroes of Azeroth,Classic,209,Gamon,Ally,Warrior,Tauren,,,Horde,Unique,U,1,,1,,Melee,0,1,Any hero or ally can attack Gamon. (Including characters in your party.),534,TDP_209.jpg,Core,Neutral,,,,
571,The Dark Portal,Heroes of Azeroth,Classic,210,Ghank,Ally,Rogue,Orc,,,Horde,,C,4,,3,,Melee,0,3,"Stealth (Can't protect against this character.)
When Ghank enters play, you may destroy target exhausted ally with damage on it.",646,TDP_210.jpg,Core,Neutral,,,,
572,The Dark Portal,Heroes of Azeroth,Classic,211,Greefer,Ally,Rogue,Troll,,,Horde,,C,3,,3,,Melee,0,2,Opponents can't complete quests.,536,TDP_211.jpg,Core,Neutral,,,,
573,The Dark Portal,Heroes of Azeroth,Classic,212,Grunt Baranka,Ally,Warrior,Orc,,,Horde,,C,2,,2,,Melee,0,2,"Protector
When Grunt Baranka defends against an ally, destroy her. If you do, destroy all attacking allies.",519,TDP_212.jpg,Core,Neutral,,,,
574,The Dark Portal,Heroes of Azeroth,Classic,213,Guardian Steppestrider,Ally,Warrior,Tauren,,,Horde,,C,4,,5,,Melee,0,5,"Protector
Guardian Steppestrider can't attack.",648,TDP_213.jpg,Core,Neutral,,,,
575,The Dark Portal,Heroes of Azeroth,Classic,214,High Overlord Saurfang,Ally,Warrior,Orc,,,Horde,Unique,E,8,,9,,Melee,0,4,"Protector
When an ally enters combat with High Overlord Saurfang, destroy that ally.",500,TDP_214.jpg,Core,Neutral,,,,
576,The Dark Portal,Heroes of Azeroth,Classic,215,Ja'zaron,Ally,Shaman,Troll,,,Horde,,C,3,,2,,Melee,0,3,"Protector
At the start of your turn, Ja'zaron heals 1 damage from himself.",657,TDP_215.jpg,Core,Neutral,,,,
577,The Dark Portal,Heroes of Azeroth,Classic,216,Julia Graves,Ally,Warlock,Undead,,,Horde,,C,1,,2,,Shadow,0,1,You may remove two ally cards in your graveyard from the game rather than pay Julia Grave's cost.,661,TDP_216.jpg,Core,Neutral,,,,
578,The Dark Portal,Heroes of Azeroth,Classic,217,Kalnuf Eagleheart,Ally,Hunter,Tauren,,,Horde,,C,2,,3,,Ranged,0,2,"When Kalnuf Eagleheart enters play, look at target player's hand.",662,TDP_217.jpg,Core,Neutral,,,,
579,The Dark Portal,Heroes of Azeroth,Classic,218,Katsin Bloodoath,Ally,Paladin,Blood Elf,,,Horde,,C,4,,5,,Holy,0,3,"Protector
Pay 3 >>> Prevent all combat damage that would be dealt to and dealt by target friendly ally this turn.",483,TDP_218.jpg,Core,Neutral,,,,
580,The Dark Portal,Heroes of Azeroth,Classic,219,Koringar the Heavy,Ally,Warrior,Tauren,,,Horde,,U,7,,5,,Melee,0,5,"Pay 3 >>> This turn, Koringar has all the payment powers of all other allies.",542,TDP_219.jpg,Core,Neutral,,,,
581,The Dark Portal,Heroes of Azeroth,Classic,220,Kralnor,Ally,Warlock,Orc,,,Horde,,U,3,,2,,Shadow,0,3,"When Kralnor enters play, you may search your deck for a Staff card and let everyone LOOK IT OVER. 
If you do, shuffle your deck and put that card on top.",768,TDP_220.jpg,Core,Neutral,,,,
582,The Dark Portal,Heroes of Azeroth,Classic,221,"Leeza, Tomb Robber",Ally,Rogue,Undead,,,Horde,,C,2,,2,,Melee,0,2,"Stealth (Can't protect against this character.)
When Leeza deals combat damage, you may remove target card in a graveyard from the game.",667,TDP_221.jpg,Core,Neutral,,,,
583,The Dark Portal,Heroes of Azeroth,Classic,222,Lokholar the Ice Lord,Ally,Any,Elemental,,,Horde,Unique,E,14,,10,,Frost,0,10,"You pay 1 less to play Lokholar for each non-token Horde ally in your party.
At the start of each opponent's turn, Lokholar deals 2 frost damage to each hero and ally in that player's party. A character dealt damage this way can't attack this turn.",578,TDP_222.jpg,Core,Neutral,,,,
584,The Dark Portal,Heroes of Azeroth,Classic,223,Magran Proudstep,Ally,Hunter,Tauren,,,Horde,,C,3,,1,,Ranged,0,2,"Ferocity
Long-range (Defenders deal no combat damage to this character.)",674,TDP_223.jpg,Core,Neutral,,,,
585,The Dark Portal,Heroes of Azeroth,Classic,224,Morik,Ally,Shaman,Orc,,,Horde,,C,3,,2,,Frost,0,2,"Ferocity
When Morik attacks, each player draws a card.",684,TDP_224.jpg,Core,Neutral,,,,
586,The Dark Portal,Heroes of Azeroth,Classic,225,Naolin Sunsurge,Ally,Mage,Blood Elf,,,Horde,,R,4,,3,,Arcane,0,2,"Blood Elf Hero Required
When you play an ability for the first time on each of your turns, draw a card.
At the end of your turn, if you didn't play an ability this turn, destroy Naolin Sunsurge.",479,TDP_225.jpg,Core,Neutral,,Blood Elf,,
587,The Dark Portal,Heroes of Azeroth,Classic,226,Nyn'jah,Ally,Rogue,Troll,,,Horde,,C,4,,3,,Melee,0,3,"When Nyn'jah enters play, you may ready target opposing equipment. You control that equipment while Nyn'jah remains in your party.",545,TDP_226.jpg,Core,Neutral,,,,
588,The Dark Portal,Heroes of Azeroth,Classic,227,Outrider Zarg,Ally,Hunter,Orc,,,Horde,,C,4,,4,,Melee,0,2,"Ferocity
At the end of your turn, if Outrider Zarg dealt no damage this turn, destroy him.",547,TDP_227.jpg,Core,Neutral,,,,
589,The Dark Portal,Heroes of Azeroth,Classic,228,Plagueborn Meatwall,Ally,Any,Undead,,,Horde,,U,5,,0,,Shadow,0,6,"Protector
When Plagueborn Meatwall defends against an ally, remove all damage from Plagueborn Meatwall, and he deals that much melee damage to each attacking ally.",694,TDP_228.jpg,Core,Neutral,,,,
590,The Dark Portal,Heroes of Azeroth,Classic,229,Queen Sylvanas Windrunner,Ally,Any,Undead Banshee,,,Horde,Unique,E,9,,5,,Melee,0,7,Other Undead heroes and allies in your party can't be destroyed.,485,TDP_229.jpg,Core,Neutral,,,,
591,The Dark Portal,Heroes of Azeroth,Classic,230,Ra'chee,Ally,Priest,Troll,,,Horde,,C,1,,1,,Holy,0,2,"When Ra'chee enters play, he heals 2 damage from target hero or ally.",699,TDP_230.jpg,Core,Neutral,,,,
592,The Dark Portal,Heroes of Azeroth,Classic,231,Rexxar,Ally,Any,Mok'Nathal,,,Horde,Unique,E,7,,4,,Ranged,0,4,"When Rexxar enters play, put a unique Bear ally token named Misha with 3 ATK, 3 health, and ferocity into play.
Rexxar has +3 ATK and +3 health while Misha is in your party.",705,TDP_231.jpg,Core,Neutral,,,,
593,The Dark Portal,Heroes of Azeroth,Classic,232,Scout Omerrta,Ally,Warrior,Orc,,,Horde,,C,1,,2,,Melee,0,1,Protector,709,TDP_232.jpg,Core,Neutral,,,,
594,The Dark Portal,Heroes of Azeroth,Classic,233,Sister Rot,Ally,Priest,Undead,,,Horde,,C,5,,5,,Shadow,0,2,"When Sister Rot enters play, you may destroy target ability.",584,TDP_233.jpg,Core,Neutral,,,,
595,The Dark Portal,Heroes of Azeroth,Classic,234,Stone Guard Rashun,Ally,Shaman,Tauren,,,Horde,,R,5,,5,,Melee,0,5,"Tauren Hero Required
When an opposing ally enters play, exhaust it.",720,TDP_234.jpg,Core,Neutral,,Tauren,,
596,The Dark Portal,Heroes of Azeroth,Classic,235,Tanwa the Marksman,Ally,Hunter,Tauren,,,Horde,,U,6,,4,,Ranged,0,3,Long-Range (Defenders deal no combat damage to this character.),497,TDP_235.jpg,Core,Neutral,,,,
597,The Dark Portal,Heroes of Azeroth,Classic,236,Thysta Spiritlasher,Ally,Warlock,Orc,,,Horde,,U,5,,3,,Fire,0,5,"At the end of each player's turn, if no damage was dealt this turn, Thysta Spiritlasher deals 3 fire damage to that player's hero.",556,TDP_236.jpg,Core,Neutral,,,,
598,The Dark Portal,Heroes of Azeroth,Classic,237,Tiril Dawnrider,Ally,Rogue,Blood Elf,,,Horde,,C,1,,1,,Melee,0,1,"Ferocity
At the end of your turn, put Tiril Dawnrider into his owner's hand.",557,TDP_237.jpg,Core,Neutral,,,,
599,The Dark Portal,Heroes of Azeroth,Classic,238,Tyrus Sheynathren,Ally,Priest,Blood Elf,,,Horde,,U,4,,3,,Arcane,0,4,"Pay 3, Destroy Tyrus Sheynathren >>> Interrupt target ability card.",733,TDP_238.jpg,Core,Neutral,,,,
600,The Dark Portal,Heroes of Azeroth,Classic,239,Vanda Skydaughter,Ally,Druid,Tauren,,,Horde,,C,6,,6,,Nature,0,5,,739,TDP_239.jpg,Core,Neutral,,,,
601,The Dark Portal,Heroes of Azeroth,Classic,240,Warcaller Zin'bawa,Ally,Warrior,Troll,,,Horde,,R,3,,0,,Melee,0,5,"Troll Hero Required
Protector
Warcaller Zin'bawa has +1 ATK for each damage on allies in your party.",793,TDP_240.jpg,Core,Neutral,,Troll,,
602,The Dark Portal,Heroes of Azeroth,Classic,241,Warmaster Hork,Ally,Warrior,Orc,,,Horde,,R,7,,6,,Melee,0,5,"Orc Hero Required
Ferocity
Pay 2 >>> Warmaster Hork has +1 ATK this turn.",794,TDP_241.jpg,Core,Neutral,,Orc,,
603,The Dark Portal,Heroes of Azeroth,Classic,242,Waz'luk,Ally,Mage,Troll,,,Horde,,C,1,,2,,Fire,0,1,"When Waz'luk enters play, he deals 1 fire damage to target hero.",743,TDP_242.jpg,Core,Neutral,,,,
604,The Dark Portal,Heroes of Azeroth,Classic,243,Field Repair Bot 74A,Ally,Any,Repair Bot,,,Neutral,Unique,U,1,,0,,Melee,0,2,"Friendly Heroes have ""Pay 1, [Activate] >>> Put an equipment card from your graveyard into your hand.""",638,TDP_243.jpg,Core,Neutral,,,,
605,The Dark Portal,Heroes of Azeroth,Classic,244,King Mukla,Ally,Any,Gorilla,,,Neutral,Unique,R,7,,6,,Melee,0,5,"When King Mukla enters play, you may gain control of target ally with cost 3 or less.",541,TDP_244.jpg,Core,Neutral,,,,
606,The Dark Portal,Heroes of Azeroth,Classic,245,Overseer Oilfist,Ally,Warrior,Dwarf,,,Neutral,Unique,C,2,,1,,Melee,0,2,"When Overseer Oilfist enters play, reveal the top four cards of your deck. Put a revealed equipment card into your hand and the rest on the bottom of your deck.",690,TDP_245.jpg,Core,Neutral,,,,
607,The Dark Portal,Heroes of Azeroth,Classic,246,Stitches,Ally,Any,Undead,,,Neutral,Unique,E,4,,0,,Melee,0,0,"Stitches has +1 ATK and +1 health for each ally card in your graveyard.
When Stitches is dealt damage, remove that many ally cards in your graveyard from the game. Then, remove 1 damage from Stitches for each ally card you removed.",787,TDP_246.jpg,Core,Neutral,,,,
608,The Dark Portal,Heroes of Azeroth,Classic,247,Aegis of the Blood God,Armor,PaShWr,,,,Neutral,Armor Shield Off-Hand (1),E,5,,0,,,0,0,Aegis of the Blood God has +1 DEF for each damage on your hero.,594,TDP_247.jpg,Core,Neutral,,,,
609,The Dark Portal,Heroes of Azeroth,Classic,248,Argent Defender,Armor,PaShWr,,,,Neutral,Armor Shield Off-Hand (1),U,3,,0,,,2,0,"When Argent Defender becomes exhausted, you may remove target card in a graveyard from the game.",600,TDP_248.jpg,Core,Neutral,,,,
610,The Dark Portal,Heroes of Azeroth,Classic,249,Belt of the Archmage,Armor,MgPrWk,,,,Neutral,Armor Cloth Waist (1),R,5,,0,,,1,0,"When Belt of the Archmage enters play, reveal the top three cards of your deck. Put all revealed ability cards into your hand and the rest on the bottom of your deck.",753,TDP_249.jpg,Core,Neutral,,,,
611,The Dark Portal,Heroes of Azeroth,Classic,250,Bracers of the Eclipse,Armor,DrRo,,,,Neutral,Armor Leather Wrist (1),R,2,,0,,,1,0,"Pay 1, Remove Bracers of the Eclipse from the game >>> Remove your deck from the game. Shuffle your graveyard face down. It is now your deck.",608,TDP_250.jpg,Core,Neutral,,,,
